section_id,section_name,component_category,n_failures_2022_2025,bucket,basis
20003,Brakes,Decelerometer (sp),84169,mechanical,"Brakes: hydraulic/pneumatic system integrity, performance and structural mounting -- a defect here reflects the braking SYSTEM's condition, not a scheduled wear item (see per-row overrides for the pads/discs/linings that ARE scheduled wear)"
20003,Brakes,Brake fluid ,52690,mechanical,"Brakes: hydraulic/pneumatic system integrity, performance and structural mounting -- a defect here reflects the braking SYSTEM's condition, not a scheduled wear item (see per-row overrides for the pads/discs/linings that ARE scheduled wear)"
20003,Brakes,Electronic parking brake,45771,mechanical,"Brakes: hydraulic/pneumatic system integrity, performance and structural mounting -- a defect here reflects the braking SYSTEM's condition, not a scheduled wear item (see per-row overrides for the pads/discs/linings that ARE scheduled wear)"
20003,Brakes,Hydraulic brake cylinder,42588,mechanical,"Brakes: hydraulic/pneumatic system integrity, performance and structural mounting -- a defect here reflects the braking SYSTEM's condition, not a scheduled wear item (see per-row overrides for the pads/discs/linings that ARE scheduled wear)"
20003,Brakes,"Parking brake efficiency (Trikes, quads and pre-68 vehicles)",34007,mechanical,"Brakes: hydraulic/pneumatic system integrity, performance and structural mounting -- a defect here reflects the braking SYSTEM's condition, not a scheduled wear item (see per-row overrides for the pads/discs/linings that ARE scheduled wear)"
20003,Brakes,Load sensing valves,30323,mechanical,"Brakes: hydraulic/pneumatic system integrity, performance and structural mounting -- a defect here reflects the braking SYSTEM's condition, not a scheduled wear item (see per-row overrides for the pads/discs/linings that ARE scheduled wear)"
20003,Brakes,"Service brake efficiency (Trikes, quads and pre-68 vehicles)",25562,mechanical,"Brakes: hydraulic/pneumatic system integrity, performance and structural mounting -- a defect here reflects the braking SYSTEM's condition, not a scheduled wear item (see per-row overrides for the pads/discs/linings that ARE scheduled wear)"
20003,Brakes,Brake linings,19522,consumable,"Drum-brake analogue of brake pads, scheduled wear item"
20003,Brakes,Electronic braking system,18273,mechanical,"Brakes: hydraulic/pneumatic system integrity, performance and structural mounting -- a defect here reflects the braking SYSTEM's condition, not a scheduled wear item (see per-row overrides for the pads/discs/linings that ARE scheduled wear)"
20003,Brakes,Reservoirs,15640,mechanical,"Brakes: hydraulic/pneumatic system integrity, performance and structural mounting -- a defect here reflects the braking SYSTEM's condition, not a scheduled wear item (see per-row overrides for the pads/discs/linings that ARE scheduled wear)"
20003,Brakes,Servos,13699,mechanical,"Brakes: hydraulic/pneumatic system integrity, performance and structural mounting -- a defect here reflects the braking SYSTEM's condition, not a scheduled wear item (see per-row overrides for the pads/discs/linings that ARE scheduled wear)"
20003,Brakes,Other components,10908,mechanical,"Brakes: hydraulic/pneumatic system integrity, performance and structural mounting -- a defect here reflects the braking SYSTEM's condition, not a scheduled wear item (see per-row overrides for the pads/discs/linings that ARE scheduled wear)"
20003,Brakes,Brake drums,9807,mechanical,"Brakes: hydraulic/pneumatic system integrity, performance and structural mounting -- a defect here reflects the braking SYSTEM's condition, not a scheduled wear item (see per-row overrides for the pads/discs/linings that ARE scheduled wear)"
20003,Brakes,Valves,8649,mechanical,"Brakes: hydraulic/pneumatic system integrity, performance and structural mounting -- a defect here reflects the braking SYSTEM's condition, not a scheduled wear item (see per-row overrides for the pads/discs/linings that ARE scheduled wear)"
20003,Brakes,Other braking system component,5661,mechanical,"Brakes: hydraulic/pneumatic system integrity, performance and structural mounting -- a defect here reflects the braking SYSTEM's condition, not a scheduled wear item (see per-row overrides for the pads/discs/linings that ARE scheduled wear)"
20003,Brakes,Gradient tester (sp),5197,mechanical,"Brakes: hydraulic/pneumatic system integrity, performance and structural mounting -- a defect here reflects the braking SYSTEM's condition, not a scheduled wear item (see per-row overrides for the pads/discs/linings that ARE scheduled wear)"
20003,Brakes,Master cylinder/servo mounting,5105,mechanical,"Brakes: hydraulic/pneumatic system integrity, performance and structural mounting -- a defect here reflects the braking SYSTEM's condition, not a scheduled wear item (see per-row overrides for the pads/discs/linings that ARE scheduled wear)"
20003,Brakes,Leaks,4965,mechanical,"Brakes: hydraulic/pneumatic system integrity, performance and structural mounting -- a defect here reflects the braking SYSTEM's condition, not a scheduled wear item (see per-row overrides for the pads/discs/linings that ARE scheduled wear)"
20003,Brakes,Plate brake tester (sp),4944,mechanical,"Brakes: hydraulic/pneumatic system integrity, performance and structural mounting -- a defect here reflects the braking SYSTEM's condition, not a scheduled wear item (see per-row overrides for the pads/discs/linings that ARE scheduled wear)"
20003,Brakes,Linkage,4592,mechanical,"Brakes: hydraulic/pneumatic system integrity, performance and structural mounting -- a defect here reflects the braking SYSTEM's condition, not a scheduled wear item (see per-row overrides for the pads/discs/linings that ARE scheduled wear)"
20003,Brakes,Master cylinder,3948,mechanical,"Brakes: hydraulic/pneumatic system integrity, performance and structural mounting -- a defect here reflects the braking SYSTEM's condition, not a scheduled wear item (see per-row overrides for the pads/discs/linings that ARE scheduled wear)"
20003,Brakes,Park brake mechanism/associated mountings,2536,mechanical,"Brakes: hydraulic/pneumatic system integrity, performance and structural mounting -- a defect here reflects the braking SYSTEM's condition, not a scheduled wear item (see per-row overrides for the pads/discs/linings that ARE scheduled wear)"
20003,Brakes,Pivot,2161,mechanical,"Brakes: hydraulic/pneumatic system integrity, performance and structural mounting -- a defect here reflects the braking SYSTEM's condition, not a scheduled wear item (see per-row overrides for the pads/discs/linings that ARE scheduled wear)"
20003,Brakes,Pressure/vacuum build up,1325,mechanical,"Brakes: hydraulic/pneumatic system integrity, performance and structural mounting -- a defect here reflects the braking SYSTEM's condition, not a scheduled wear item (see per-row overrides for the pads/discs/linings that ARE scheduled wear)"
20003,Brakes,Operation,1284,mechanical,"Brakes: hydraulic/pneumatic system integrity, performance and structural mounting -- a defect here reflects the braking SYSTEM's condition, not a scheduled wear item (see per-row overrides for the pads/discs/linings that ARE scheduled wear)"
20003,Brakes,Brake slack adjuster,1206,mechanical,"Brakes: hydraulic/pneumatic system integrity, performance and structural mounting -- a defect here reflects the braking SYSTEM's condition, not a scheduled wear item (see per-row overrides for the pads/discs/linings that ARE scheduled wear)"
20003,Brakes,Additional braking device,859,mechanical,"Brakes: hydraulic/pneumatic system integrity, performance and structural mounting -- a defect here reflects the braking SYSTEM's condition, not a scheduled wear item (see per-row overrides for the pads/discs/linings that ARE scheduled wear)"
20003,Brakes,Relay lever,798,mechanical,"Brakes: hydraulic/pneumatic system integrity, performance and structural mounting -- a defect here reflects the braking SYSTEM's condition, not a scheduled wear item (see per-row overrides for the pads/discs/linings that ARE scheduled wear)"
20003,Brakes,Rod,754,mechanical,"Brakes: hydraulic/pneumatic system integrity, performance and structural mounting -- a defect here reflects the braking SYSTEM's condition, not a scheduled wear item (see per-row overrides for the pads/discs/linings that ARE scheduled wear)"
20003,Brakes,"Service brake performance (Trikes, quads and pre-68 vehicles)",726,mechanical,"Brakes: hydraulic/pneumatic system integrity, performance and structural mounting -- a defect here reflects the braking SYSTEM's condition, not a scheduled wear item (see per-row overrides for the pads/discs/linings that ARE scheduled wear)"
20003,Brakes,Actuating linkage mounting,498,mechanical,"Brakes: hydraulic/pneumatic system integrity, performance and structural mounting -- a defect here reflects the braking SYSTEM's condition, not a scheduled wear item (see per-row overrides for the pads/discs/linings that ARE scheduled wear)"
20003,Brakes,Clevis joint,451,mechanical,"Brakes: hydraulic/pneumatic system integrity, performance and structural mounting -- a defect here reflects the braking SYSTEM's condition, not a scheduled wear item (see per-row overrides for the pads/discs/linings that ARE scheduled wear)"
20003,Brakes,Air brake cylinder/actuator,348,mechanical,"Brakes: hydraulic/pneumatic system integrity, performance and structural mounting -- a defect here reflects the braking SYSTEM's condition, not a scheduled wear item (see per-row overrides for the pads/discs/linings that ARE scheduled wear)"
20003,Brakes,Air and vacuum systems,348,mechanical,"Brakes: hydraulic/pneumatic system integrity, performance and structural mounting -- a defect here reflects the braking SYSTEM's condition, not a scheduled wear item (see per-row overrides for the pads/discs/linings that ARE scheduled wear)"
20003,Brakes,Full power hydraulic systems,279,mechanical,"Brakes: hydraulic/pneumatic system integrity, performance and structural mounting -- a defect here reflects the braking SYSTEM's condition, not a scheduled wear item (see per-row overrides for the pads/discs/linings that ARE scheduled wear)"
20003,Brakes,Condition,278,mechanical,"Brakes: hydraulic/pneumatic system integrity, performance and structural mounting -- a defect here reflects the braking SYSTEM's condition, not a scheduled wear item (see per-row overrides for the pads/discs/linings that ARE scheduled wear)"
20003,Brakes,Attachment,80,mechanical,"Brakes: hydraulic/pneumatic system integrity, performance and structural mounting -- a defect here reflects the braking SYSTEM's condition, not a scheduled wear item (see per-row overrides for the pads/discs/linings that ARE scheduled wear)"
20106,Steering,Track rod end,2235284,mechanical,"Steering: linkage, rack, column and box integrity -- structural steering-system faults throughout, no scheduled-wear item exists in this section"
20106,Steering,Steering rack,385499,mechanical,"Steering: linkage, rack, column and box integrity -- structural steering-system faults throughout, no scheduled-wear item exists in this section"
20106,Steering,Ball joint,89738,mechanical,"Steering: linkage, rack, column and box integrity -- structural steering-system faults throughout, no scheduled-wear item exists in this section"
20106,Steering,Operation,58027,mechanical,"Steering: linkage, rack, column and box integrity -- structural steering-system faults throughout, no scheduled-wear item exists in this section"
20106,Steering,Drag link end,39304,mechanical,"Steering: linkage, rack, column and box integrity -- structural steering-system faults throughout, no scheduled-wear item exists in this section"
20106,Steering,Other components,35309,mechanical,"Steering: linkage, rack, column and box integrity -- structural steering-system faults throughout, no scheduled-wear item exists in this section"
20106,Steering,Pipes and hoses,31652,mechanical,"Steering: linkage, rack, column and box integrity -- structural steering-system faults throughout, no scheduled-wear item exists in this section"
20106,Steering,Locking devices,24791,mechanical,"Steering: linkage, rack, column and box integrity -- structural steering-system faults throughout, no scheduled-wear item exists in this section"
20106,Steering,Electronic power steering,24751,mechanical,"Steering: linkage, rack, column and box integrity -- structural steering-system faults throughout, no scheduled-wear item exists in this section"
20106,Steering,Universal joint,11334,mechanical,"Steering: linkage, rack, column and box integrity -- structural steering-system faults throughout, no scheduled-wear item exists in this section"
20106,Steering,Steering column,9731,mechanical,"Steering: linkage, rack, column and box integrity -- structural steering-system faults throughout, no scheduled-wear item exists in this section"
20106,Steering,Steering wheel ,9420,mechanical,"Steering: linkage, rack, column and box integrity -- structural steering-system faults throughout, no scheduled-wear item exists in this section"
20106,Steering,Steering box,8345,mechanical,"Steering: linkage, rack, column and box integrity -- structural steering-system faults throughout, no scheduled-wear item exists in this section"
20106,Steering,Steering arm,6641,mechanical,"Steering: linkage, rack, column and box integrity -- structural steering-system faults throughout, no scheduled-wear item exists in this section"
20106,Steering,Prescribed areas,6038,mechanical,"Steering: linkage, rack, column and box integrity -- structural steering-system faults throughout, no scheduled-wear item exists in this section"
20106,Steering,Steering linkage,4936,mechanical,"Steering: linkage, rack, column and box integrity -- structural steering-system faults throughout, no scheduled-wear item exists in this section"
20106,Steering,Rams,4870,mechanical,"Steering: linkage, rack, column and box integrity -- structural steering-system faults throughout, no scheduled-wear item exists in this section"
20106,Steering,Pump,4792,mechanical,"Steering: linkage, rack, column and box integrity -- structural steering-system faults throughout, no scheduled-wear item exists in this section"
20106,Steering,Intermediate drop arm,2600,mechanical,"Steering: linkage, rack, column and box integrity -- structural steering-system faults throughout, no scheduled-wear item exists in this section"
20106,Steering,Steering component,2301,mechanical,"Steering: linkage, rack, column and box integrity -- structural steering-system faults throughout, no scheduled-wear item exists in this section"
20106,Steering,Flexible coupling,736,mechanical,"Steering: linkage, rack, column and box integrity -- structural steering-system faults throughout, no scheduled-wear item exists in this section"
20106,Steering,Lock stop,546,mechanical,"Steering: linkage, rack, column and box integrity -- structural steering-system faults throughout, no scheduled-wear item exists in this section"
20106,Steering,Components,397,mechanical,"Steering: linkage, rack, column and box integrity -- structural steering-system faults throughout, no scheduled-wear item exists in this section"
20106,Steering,Steering shaft,308,mechanical,"Steering: linkage, rack, column and box integrity -- structural steering-system faults throughout, no scheduled-wear item exists in this section"
20106,Steering,Steering lock,247,mechanical,"Steering: linkage, rack, column and box integrity -- structural steering-system faults throughout, no scheduled-wear item exists in this section"
20106,Steering,Head bearings,118,mechanical,"Steering: linkage, rack, column and box integrity -- structural steering-system faults throughout, no scheduled-wear item exists in this section"
20106,Steering,Rear wheel steering,51,mechanical,"Steering: linkage, rack, column and box integrity -- structural steering-system faults throughout, no scheduled-wear item exists in this section"
20106,Steering,Linkages,36,mechanical,"Steering: linkage, rack, column and box integrity -- structural steering-system faults throughout, no scheduled-wear item exists in this section"
20106,Steering,Handlebars,32,mechanical,"Steering: linkage, rack, column and box integrity -- structural steering-system faults throughout, no scheduled-wear item exists in this section"
20106,Steering,Fork yoke,4,mechanical,"Steering: linkage, rack, column and box integrity -- structural steering-system faults throughout, no scheduled-wear item exists in this section"
20147,Visibility,Wipers,3649833,consumable,"Visibility: dominated by wiper blades and washer fluid/jets, the textbook scheduled-maintenance wear items (see overrides for the mounting/device faults in this section that are not wear)"
20147,Visibility,Washers,3233865,consumable,"Visibility: dominated by wiper blades and washer fluid/jets, the textbook scheduled-maintenance wear items (see overrides for the mounting/device faults in this section that are not wear)"
20147,Visibility,Mirrors,186878,mechanical,"MOT mirror failures are overwhelmingly insecure mounting, not glass wear -- a structural fault"
20147,Visibility,Driver's view,122671,administrative_or_other,"Obstruction to view (stickers, objects, tax disc holders) -- not a vehicle-condition or wear finding"
20147,Visibility,Windscreen,115672,consumable,"Visibility: dominated by wiper blades and washer fluid/jets, the textbook scheduled-maintenance wear items (see overrides for the mounting/device faults in this section that are not wear)"
20147,Visibility,Bonnet,99147,mechanical,"Catch/release mechanism security, a structural safety-mechanism fault"
20147,Visibility,Indirect vision devices,5116,mechanical,Device (camera/mirror alternative) malfunction
20147,Visibility,Window,3290,consumable,"Visibility: dominated by wiper blades and washer fluid/jets, the textbook scheduled-maintenance wear items (see overrides for the mounting/device faults in this section that are not wear)"
20158,"Lamps, reflectors and electrical equipment",Headlamp aim,5838420,consumable,"Lamps, reflectors and electrical equipment: dominated by bulb-type items (position/stop/indicator/plate lamps) that burn out on a predictable cycle unrelated to build quality (see overrides for the device/switch/wiring faults in this section that are not bulb wear)"
20158,"Lamps, reflectors and electrical equipment",Position lamp,4168980,consumable,"Lamps, reflectors and electrical equipment: dominated by bulb-type items (position/stop/indicator/plate lamps) that burn out on a predictable cycle unrelated to build quality (see overrides for the device/switch/wiring faults in this section that are not bulb wear)"
20158,"Lamps, reflectors and electrical equipment",Headlamp,3486978,consumable,"Lamps, reflectors and electrical equipment: dominated by bulb-type items (position/stop/indicator/plate lamps) that burn out on a predictable cycle unrelated to build quality (see overrides for the device/switch/wiring faults in this section that are not bulb wear)"
20158,"Lamps, reflectors and electrical equipment",Stop lamp,3088823,consumable,"Lamps, reflectors and electrical equipment: dominated by bulb-type items (position/stop/indicator/plate lamps) that burn out on a predictable cycle unrelated to build quality (see overrides for the device/switch/wiring faults in this section that are not bulb wear)"
20158,"Lamps, reflectors and electrical equipment",Registration plate lamp(s),1889002,consumable,"Lamps, reflectors and electrical equipment: dominated by bulb-type items (position/stop/indicator/plate lamps) that burn out on a predictable cycle unrelated to build quality (see overrides for the device/switch/wiring faults in this section that are not bulb wear)"
20158,"Lamps, reflectors and electrical equipment",Individual direction indicators,1150577,consumable,"Lamps, reflectors and electrical equipment: dominated by bulb-type items (position/stop/indicator/plate lamps) that burn out on a predictable cycle unrelated to build quality (see overrides for the device/switch/wiring faults in this section that are not bulb wear)"
20158,"Lamps, reflectors and electrical equipment",Side repeaters,766624,consumable,"Lamps, reflectors and electrical equipment: dominated by bulb-type items (position/stop/indicator/plate lamps) that burn out on a predictable cycle unrelated to build quality (see overrides for the device/switch/wiring faults in this section that are not bulb wear)"
20158,"Lamps, reflectors and electrical equipment",Rear fog lamp,742815,consumable,"Lamps, reflectors and electrical equipment: dominated by bulb-type items (position/stop/indicator/plate lamps) that burn out on a predictable cycle unrelated to build quality (see overrides for the device/switch/wiring faults in this section that are not bulb wear)"
20158,"Lamps, reflectors and electrical equipment",Horn,422878,mechanical,"Electrical component malfunction, not a scheduled wear item"
20158,"Lamps, reflectors and electrical equipment",Headlamp aim not tested,356635,administrative_or_other,"Measurement not completed, not a defect finding"
20158,"Lamps, reflectors and electrical equipment",Headlamp levelling device,191945,mechanical,"Levelling motor/sensor device failure, distinct from the aim (alignment) reading itself"
20158,"Lamps, reflectors and electrical equipment",Reversing lamps,165692,consumable,"Lamps, reflectors and electrical equipment: dominated by bulb-type items (position/stop/indicator/plate lamps) that burn out on a predictable cycle unrelated to build quality (see overrides for the device/switch/wiring faults in this section that are not bulb wear)"
20158,"Lamps, reflectors and electrical equipment",Switch,122636,mechanical,Electrical switch component failure
20158,"Lamps, reflectors and electrical equipment",Battery(ies),121341,consumable,"Lamps, reflectors and electrical equipment: dominated by bulb-type items (position/stop/indicator/plate lamps) that burn out on a predictable cycle unrelated to build quality (see overrides for the device/switch/wiring faults in this section that are not bulb wear)"
20158,"Lamps, reflectors and electrical equipment",Rear reflectors,92718,consumable,"Lamps, reflectors and electrical equipment: dominated by bulb-type items (position/stop/indicator/plate lamps) that burn out on a predictable cycle unrelated to build quality (see overrides for the device/switch/wiring faults in this section that are not bulb wear)"
20158,"Lamps, reflectors and electrical equipment",All direction indicators,77212,consumable,"Lamps, reflectors and electrical equipment: dominated by bulb-type items (position/stop/indicator/plate lamps) that burn out on a predictable cycle unrelated to build quality (see overrides for the device/switch/wiring faults in this section that are not bulb wear)"
20158,"Lamps, reflectors and electrical equipment",Headlamp cleaning device,52324,mechanical,Device (washer jet mechanism) failure
20158,"Lamps, reflectors and electrical equipment",Daytime running lamps,33287,consumable,"Lamps, reflectors and electrical equipment: dominated by bulb-type items (position/stop/indicator/plate lamps) that burn out on a predictable cycle unrelated to build quality (see overrides for the device/switch/wiring faults in this section that are not bulb wear)"
20158,"Lamps, reflectors and electrical equipment",Electrical wiring ,30140,mechanical,"Wiring damage/insecurity, a structural electrical fault, not bulb wear"
20158,"Lamps, reflectors and electrical equipment",Outline marker lamp,29705,consumable,"Lamps, reflectors and electrical equipment: dominated by bulb-type items (position/stop/indicator/plate lamps) that burn out on a predictable cycle unrelated to build quality (see overrides for the device/switch/wiring faults in this section that are not bulb wear)"
20158,"Lamps, reflectors and electrical equipment",Lamp,28648,consumable,"Lamps, reflectors and electrical equipment: dominated by bulb-type items (position/stop/indicator/plate lamps) that burn out on a predictable cycle unrelated to build quality (see overrides for the device/switch/wiring faults in this section that are not bulb wear)"
20158,"Lamps, reflectors and electrical equipment",Front fog lamps,27376,consumable,"Lamps, reflectors and electrical equipment: dominated by bulb-type items (position/stop/indicator/plate lamps) that burn out on a predictable cycle unrelated to build quality (see overrides for the device/switch/wiring faults in this section that are not bulb wear)"
20158,"Lamps, reflectors and electrical equipment",Rear fog lamp tell-tale,22359,consumable,"Lamps, reflectors and electrical equipment: dominated by bulb-type items (position/stop/indicator/plate lamps) that burn out on a predictable cycle unrelated to build quality (see overrides for the device/switch/wiring faults in this section that are not bulb wear)"
20158,"Lamps, reflectors and electrical equipment",Trailer electrical socket,17464,mechanical,Wiring/socket fault
20158,"Lamps, reflectors and electrical equipment",Dipswitch,12244,mechanical,Electrical switch component failure
20158,"Lamps, reflectors and electrical equipment",All position lamps,8543,consumable,"Lamps, reflectors and electrical equipment: dominated by bulb-type items (position/stop/indicator/plate lamps) that burn out on a predictable cycle unrelated to build quality (see overrides for the device/switch/wiring faults in this section that are not bulb wear)"
20158,"Lamps, reflectors and electrical equipment",Main beam tell-tale,8478,consumable,"Lamps, reflectors and electrical equipment: dominated by bulb-type items (position/stop/indicator/plate lamps) that burn out on a predictable cycle unrelated to build quality (see overrides for the device/switch/wiring faults in this section that are not bulb wear)"
20158,"Lamps, reflectors and electrical equipment",Matched pair,6286,administrative_or_other,"Mismatched lamp type/colour across an axle/pair -- a fitment finding, not a condition fault"
20158,"Lamps, reflectors and electrical equipment",Reversing lamp switch,3390,mechanical,Electrical switch component failure
20158,"Lamps, reflectors and electrical equipment",All outline marker lamps,3213,consumable,"Lamps, reflectors and electrical equipment: dominated by bulb-type items (position/stop/indicator/plate lamps) that burn out on a predictable cycle unrelated to build quality (see overrides for the device/switch/wiring faults in this section that are not bulb wear)"
20158,"Lamps, reflectors and electrical equipment",Front fog lamp switch,2226,mechanical,Electrical switch component failure
20158,"Lamps, reflectors and electrical equipment",Arm,879,consumable,"Lamps, reflectors and electrical equipment: dominated by bulb-type items (position/stop/indicator/plate lamps) that burn out on a predictable cycle unrelated to build quality (see overrides for the device/switch/wiring faults in this section that are not bulb wear)"
20218,Suspension,Coil spring,3525122,mechanical,"Suspension: springs, joints, bushes, arms and mountings -- structural/corrosion-driven component failure, the section the brief's own 'how the car was built' framing describes most directly"
20218,Suspension,Pins and bushes,2690257,mechanical,"Suspension: springs, joints, bushes, arms and mountings -- structural/corrosion-driven component failure, the section the brief's own 'how the car was built' framing describes most directly"
20218,Suspension,Ball joint,2676789,mechanical,"Suspension: springs, joints, bushes, arms and mountings -- structural/corrosion-driven component failure, the section the brief's own 'how the car was built' framing describes most directly"
20218,Suspension,Shock absorbers,1741355,mechanical,"Suspension: springs, joints, bushes, arms and mountings -- structural/corrosion-driven component failure, the section the brief's own 'how the car was built' framing describes most directly"
20218,Suspension,Ball joint dust cover,1312627,mechanical,"Suspension: springs, joints, bushes, arms and mountings -- structural/corrosion-driven component failure, the section the brief's own 'how the car was built' framing describes most directly"
20218,Suspension,Component mounting prescribed areas,1204766,mechanical,"Suspension: springs, joints, bushes, arms and mountings -- structural/corrosion-driven component failure, the section the brief's own 'how the car was built' framing describes most directly"
20218,Suspension,Linkage ball joint dust cover,1131158,mechanical,"Suspension: springs, joints, bushes, arms and mountings -- structural/corrosion-driven component failure, the section the brief's own 'how the car was built' framing describes most directly"
20218,Suspension,Linkage ball joints,1076892,mechanical,"Suspension: springs, joints, bushes, arms and mountings -- structural/corrosion-driven component failure, the section the brief's own 'how the car was built' framing describes most directly"
20218,Suspension,Wheel bearings,693476,mechanical,"Suspension: springs, joints, bushes, arms and mountings -- structural/corrosion-driven component failure, the section the brief's own 'how the car was built' framing describes most directly"
20218,Suspension,Suspension arm,222137,mechanical,"Suspension: springs, joints, bushes, arms and mountings -- structural/corrosion-driven component failure, the section the brief's own 'how the car was built' framing describes most directly"
20218,Suspension,Linkage pins and bushes,200053,mechanical,"Suspension: springs, joints, bushes, arms and mountings -- structural/corrosion-driven component failure, the section the brief's own 'how the car was built' framing describes most directly"
20218,Suspension,Swivel pins and bushes,196450,mechanical,"Suspension: springs, joints, bushes, arms and mountings -- structural/corrosion-driven component failure, the section the brief's own 'how the car was built' framing describes most directly"
20218,Suspension,Linkage,190459,mechanical,"Suspension: springs, joints, bushes, arms and mountings -- structural/corrosion-driven component failure, the section the brief's own 'how the car was built' framing describes most directly"
20218,Suspension,Macpherson strut,174091,mechanical,"Suspension: springs, joints, bushes, arms and mountings -- structural/corrosion-driven component failure, the section the brief's own 'how the car was built' framing describes most directly"
