dmr_make,dmr_model,age_band,strata_merged,n_tests,pass_rate,reference_weight
TOYOTA,RAV4 Plug in,1,5,562,0.7046,0.0239
TOYOTA,RAV4 Plug in,1,6,583,0.6827,0.0132
KIA,PICANTO,2,2,440,0.7159,0.073
KIA,PICANTO,2,3,665,0.5398,0.3658
KIA,PICANTO,2,4,148,0.4189,0.3855
KIA,PICANTO,2,5+6,27,0.3333,0.1756
MAZDA,2,4,2,122,0.6311,0.0124
MAZDA,2,4,3,564,0.4362,0.0879
MAZDA,2,4,4,794,0.3023,0.2053
MAZDA,2,4,5,464,0.2522,0.2881
MAZDA,2,4,6,131,0.229,0.406
MERCEDES-BENZ,B-Klasse,3,2,193,0.7461,0.0334
MERCEDES-BENZ,B-Klasse,3,3,1232,0.595,0.1888
MERCEDES-BENZ,B-Klasse,3,4,1558,0.5109,0.335
MERCEDES-BENZ,B-Klasse,3,5,723,0.4288,0.277
MERCEDES-BENZ,B-Klasse,3,6,319,0.3448,0.1657
FORD,MONDEO STATIONCAR,2,2,64,0.8438,0.073
FORD,MONDEO STATIONCAR,2,3,1108,0.8132,0.3658
FORD,MONDEO STATIONCAR,2,4,2393,0.71,0.3855
FORD,MONDEO STATIONCAR,2,5,1412,0.6501,0.1301
FORD,MONDEO STATIONCAR,2,6,612,0.5882,0.0455
OPEL,Grandland X,1,2,735,0.9061,0.259
OPEL,Grandland X,1,3,1332,0.8221,0.5561
OPEL,Grandland X,1,4+5+6,201,0.6816,0.1848
TOYOTA,YARIS,4,2,559,0.6064,0.0124
TOYOTA,YARIS,4,3,3482,0.4589,0.0879
TOYOTA,YARIS,4,4,4704,0.3342,0.2053
TOYOTA,YARIS,4,5,2895,0.2732,0.2881
TOYOTA,YARIS,4,6,1205,0.1942,0.406
MERCEDES-BENZ,C-Klasse,2,2,251,0.8446,0.073
MERCEDES-BENZ,C-Klasse,2,3,2047,0.7196,0.3658
MERCEDES-BENZ,C-Klasse,2,4,2475,0.6129,0.3855
MERCEDES-BENZ,C-Klasse,2,5,777,0.5444,0.1301
MERCEDES-BENZ,C-Klasse,2,6,311,0.5305,0.0455
MERCEDES-BENZ,E-Klasse,1,1+2,593,0.9224,0.2591
MERCEDES-BENZ,E-Klasse,1,3,1786,0.8348,0.5561
MERCEDES-BENZ,E-Klasse,1,4,756,0.7368,0.1477
MERCEDES-BENZ,E-Klasse,1,5,254,0.6929,0.0239
MERCEDES-BENZ,E-Klasse,1,6,809,0.5958,0.0132
HONDA,JAZZ,4,2,115,0.713,0.0124
HONDA,JAZZ,4,3,708,0.5311,0.0879
HONDA,JAZZ,4,4,778,0.4254,0.2053
HONDA,JAZZ,4,5,389,0.3856,0.2881
HONDA,JAZZ,4,6,130,0.2846,0.406
KIA,SPORTAGE,1,2,245,0.9265,0.259
KIA,SPORTAGE,1,3,710,0.8352,0.5561
KIA,SPORTAGE,1,4,261,0.6628,0.1477
KIA,SPORTAGE,1,5+6,43,0.6047,0.0371
MERCEDES-BENZ,C,4,1+2,40,0.725,0.0128
MERCEDES-BENZ,C,4,3,470,0.5383,0.0879
MERCEDES-BENZ,C,4,4,1421,0.3863,0.2053
MERCEDES-BENZ,C,4,5,2278,0.3257,0.2881
MERCEDES-BENZ,C,4,6,3546,0.2676,0.406
TOYOTA,COROLLA,4,1+2,54,0.6481,0.0128
TOYOTA,COROLLA,4,3,385,0.5506,0.0879
TOYOTA,COROLLA,4,4,968,0.4256,0.2053
TOYOTA,COROLLA,4,5,1243,0.3484,0.2881
TOYOTA,COROLLA,4,6,1403,0.2523,0.406
NISSAN,JUKE,2,2,91,0.8022,0.073
NISSAN,JUKE,2,3,286,0.6294,0.3658
NISSAN,JUKE,2,4,122,0.5328,0.3855
NISSAN,JUKE,2,5+6,32,0.375,0.1756
PEUGEOT,2008,3,1+2,188,0.5957,0.0336
PEUGEOT,2008,3,3,1057,0.4465,0.1888
PEUGEOT,2008,3,4,1060,0.3896,0.335
PEUGEOT,2008,3,5,314,0.3344,0.277
PEUGEOT,2008,3,6,63,0.2698,0.1657
TOYOTA,RAV4 Plug in,4,2,37,0.7838,0.0124
TOYOTA,RAV4 Plug in,4,3,487,0.6324,0.0879
TOYOTA,RAV4 Plug in,4,4,1924,0.5223,0.2053
TOYOTA,RAV4 Plug in,4,5,3352,0.4036,0.2881
TOYOTA,RAV4 Plug in,4,6,4866,0.3144,0.406
DACIA,Duster,3,1+2+3,104,0.3942,0.2224
DACIA,Duster,3,4,204,0.2794,0.335
DACIA,Duster,3,5,128,0.1953,0.277
DACIA,Duster,3,6,53,0.2642,0.1657
NISSAN,NOTE,4,2,31,0.7097,0.0124
NISSAN,NOTE,4,3,206,0.5049,0.0879
NISSAN,NOTE,4,4,386,0.342,0.2053
NISSAN,NOTE,4,5,368,0.2418,0.2881
NISSAN,NOTE,4,6,206,0.2039,0.406
RENAULT,Captur,1,2,889,0.8616,0.259
RENAULT,Captur,1,3,600,0.71,0.5561
RENAULT,Captur,1,4+5,61,0.6066,0.1716
HYUNDAI,Ioniq,1,2,400,0.8675,0.259
HYUNDAI,Ioniq,1,3,1029,0.757,0.5561
HYUNDAI,Ioniq,1,4+5+6,245,0.6,0.1848
SKODA,SUPERB COMBI,4,2+3,47,0.4894,0.1002
SKODA,SUPERB COMBI,4,4,388,0.3866,0.2053
SKODA,SUPERB COMBI,4,5,1071,0.3361,0.2881
SKODA,SUPERB COMBI,4,6,2115,0.2757,0.406
OPEL,ASTRA SPORTS TOURER,3,2+3,303,0.6799,0.2222
OPEL,ASTRA SPORTS TOURER,3,4,770,0.5286,0.335
OPEL,ASTRA SPORTS TOURER,3,5,682,0.4619,0.277
OPEL,ASTRA SPORTS TOURER,3,6,307,0.4202,0.1657
CITROËN,C4 Cactus,1,2,297,0.7003,0.259
CITROËN,C4 Cactus,1,3,670,0.5925,0.5561
CITROËN,C4 Cactus,1,4+5+6,118,0.4153,0.1848
OPEL,ZAFIRA,3,1+2+3,83,0.6386,0.2224
OPEL,ZAFIRA,3,4,330,0.4758,0.335
OPEL,ZAFIRA,3,5,399,0.3985,0.277
OPEL,ZAFIRA,3,6,226,0.4071,0.1657
VOLKSWAGEN,CADDY,3,2,41,0.439,0.0334
VOLKSWAGEN,CADDY,3,3,131,0.4962,0.1888
VOLKSWAGEN,CADDY,3,4,275,0.4145,0.335
VOLKSWAGEN,CADDY,3,5,311,0.3537,0.277
VOLKSWAGEN,CADDY,3,6,364,0.3077,0.1657
HYUNDAI,i10 AC3,2,2,159,0.6918,0.073
HYUNDAI,i10 AC3,2,3,194,0.5361,0.3658
HYUNDAI,i10 AC3,2,4+5+6,58,0.4655,0.5611
SKODA,OCTAVIA COMBI,4,1+2,28,0.5,0.0128
SKODA,OCTAVIA COMBI,4,3,340,0.4882,0.0879
SKODA,OCTAVIA COMBI,4,4,1652,0.3947,0.2053
SKODA,OCTAVIA COMBI,4,5,3859,0.32,0.2881
SKODA,OCTAVIA COMBI,4,6,7038,0.2586,0.406
TOYOTA,Aygo X,4,2,246,0.5407,0.0124
TOYOTA,Aygo X,4,3,1095,0.3799,0.0879
TOYOTA,Aygo X,4,4,1146,0.2583,0.2053
TOYOTA,Aygo X,4,5,425,0.2306,0.2881
TOYOTA,Aygo X,4,6,95,0.1684,0.406
MERCEDES-BENZ,E-Klasse,2,2,145,0.8966,0.073
MERCEDES-BENZ,E-Klasse,2,3,785,0.7567,0.3658
MERCEDES-BENZ,E-Klasse,2,4,1061,0.6466,0.3855
MERCEDES-BENZ,E-Klasse,2,5,434,0.5714,0.1301
MERCEDES-BENZ,E-Klasse,2,6,1336,0.4873,0.0455
SUZUKI,SX4 COMBIBACK,3,1+2,481,0.7609,0.0336
SUZUKI,SX4 COMBIBACK,3,3,2533,0.6609,0.1888
SUZUKI,SX4 COMBIBACK,3,4,2447,0.5644,0.335
SUZUKI,SX4 COMBIBACK,3,5,905,0.4508,0.277
SUZUKI,SX4 COMBIBACK,3,6,266,0.3647,0.1657
CITROËN,C4 Cactus,2,2,103,0.6117,0.073
CITROËN,C4 Cactus,2,3,834,0.4664,0.3658
CITROËN,C4 Cactus,2,4,573,0.3543,0.3855
CITROËN,C4 Cactus,2,5+6,115,0.3217,0.1756
NISSAN,X-TRAIL,4,1+2+3,87,0.5977,0.1007
NISSAN,X-TRAIL,4,4,310,0.4613,0.2053
NISSAN,X-TRAIL,4,5,874,0.2906,0.2881
NISSAN,X-TRAIL,4,6,2366,0.2316,0.406
SKODA,RAPID SPACEBACK,2,2,111,0.7928,0.073
SKODA,RAPID SPACEBACK,2,3,640,0.6641,0.3658
SKODA,RAPID SPACEBACK,2,4,498,0.5482,0.3855
SKODA,RAPID SPACEBACK,2,5,114,0.5175,0.1301
SKODA,RAPID SPACEBACK,2,6,26,0.3846,0.0455
SUZUKI,SWIFT,4,2,149,0.6107,0.0124
SUZUKI,SWIFT,4,3,1011,0.4431,0.0879
SUZUKI,SWIFT,4,4,1659,0.3225,0.2053
SUZUKI,SWIFT,4,5,1052,0.269,0.2881
SUZUKI,SWIFT,4,6,400,0.23,0.406
MAZDA,MAZDA6,2,2,46,0.8913,0.073
MAZDA,MAZDA6,2,3,559,0.6959,0.3658
MAZDA,MAZDA6,2,4,1028,0.6566,0.3855
MAZDA,MAZDA6,2,5,488,0.5676,0.1301
MAZDA,MAZDA6,2,6,155,0.5613,0.0455
AUDI,Q5,2,2,34,0.8824,0.073
AUDI,Q5,2,3,525,0.7867,0.3658
AUDI,Q5,2,4,1139,0.7305,0.3855
AUDI,Q5,2,5,457,0.6411,0.1301
AUDI,Q5,2,6,115,0.6348,0.0455
PEUGEOT,508,1,2,259,0.8301,0.259
PEUGEOT,508,1,3,604,0.707,0.5561
PEUGEOT,508,1,4,168,0.625,0.1477
PEUGEOT,508,1,5+6,34,0.5882,0.0371
CITROËN,C3,3,1+2,117,0.6581,0.0336
CITROËN,C3,3,3,512,0.373,0.1888
CITROËN,C3,3,4,464,0.2651,0.335
CITROËN,C3,3,5,190,0.1895,0.277
CITROËN,C3,3,6,39,0.1538,0.1657
MAZDA,MAZDA3,3,2,170,0.7882,0.0334
MAZDA,MAZDA3,3,3,823,0.6197,0.1888
MAZDA,MAZDA3,3,4,1189,0.5374,0.335
MAZDA,MAZDA3,3,5,546,0.4377,0.277
MAZDA,MAZDA3,3,6,152,0.4737,0.1657
FORD,FOCUS,1,2,1754,0.862,0.259
FORD,FOCUS,1,3,3477,0.8007,0.5561
FORD,FOCUS,1,4,752,0.7101,0.1477
FORD,FOCUS,1,5+6,127,0.6614,0.0371
VOLKSWAGEN,POLO,2,2,1110,0.7946,0.073
VOLKSWAGEN,POLO,2,3,2934,0.65,0.3658
VOLKSWAGEN,POLO,2,4,1083,0.5845,0.3855
VOLKSWAGEN,POLO,2,5,134,0.5149,0.1301
VOLKSWAGEN,POLO,2,6,29,0.4483,0.0455
OPEL,ZAFIRA,4,2+3,42,0.4524,0.1002
OPEL,ZAFIRA,4,4,206,0.3204,0.2053
OPEL,ZAFIRA,4,5,418,0.244,0.2881
OPEL,ZAFIRA,4,6,509,0.2161,0.406
MERCEDES-BENZ,CLA,2,2,128,0.8281,0.073
MERCEDES-BENZ,CLA,2,3,1051,0.7031,0.3658
MERCEDES-BENZ,CLA,2,4,936,0.6677,0.3855
MERCEDES-BENZ,CLA,2,5,215,0.586,0.1301
MERCEDES-BENZ,CLA,2,6,47,0.5319,0.0455
KIA,CEED SW,3,2,109,0.6881,0.0334
KIA,CEED SW,3,3,810,0.5346,0.1888
KIA,CEED SW,3,4,1448,0.4075,0.335
KIA,CEED SW,3,5,892,0.3655,0.277
KIA,CEED SW,3,6,326,0.2945,0.1657
KIA,CEED,3,2,109,0.6881,0.0334
KIA,CEED,3,3,810,0.5346,0.1888
KIA,CEED,3,4,1448,0.4075,0.335
KIA,CEED,3,5,892,0.3655,0.277
KIA,CEED,3,6,326,0.2945,0.1657
KIA,PICANTO,4,2,46,0.4565,0.0124
KIA,PICANTO,4,3,300,0.3167,0.0879
KIA,PICANTO,4,4,217,0.1982,0.2053
KIA,PICANTO,4,5+6,89,0.1461,0.694
HYUNDAI,i30 Stc.,4,2,85,0.6235,0.0124
HYUNDAI,i30 Stc.,4,3,594,0.4731,0.0879
HYUNDAI,i30 Stc.,4,4,1173,0.3555,0.2053
HYUNDAI,i30 Stc.,4,5,1161,0.2601,0.2881
HYUNDAI,i30 Stc.,4,6,787,0.1995,0.406
AUDI,A6 AVANT,1,2,42,0.8333,0.259
AUDI,A6 AVANT,1,3,275,0.8545,0.5561
AUDI,A6 AVANT,1,4,163,0.8405,0.1477
AUDI,A6 AVANT,1,5+6,46,0.8261,0.0371
BMW,X5,4,2+3+4,178,0.5618,0.3056
BMW,X5,4,5,835,0.4443,0.2881
BMW,X5,4,6,2876,0.4179,0.406
VOLVO,V70,4,1+2,29,0.7586,0.0128
VOLVO,V70,4,3,148,0.6757,0.0879
VOLVO,V70,4,4,948,0.6002,0.2053
VOLVO,V70,4,5,3475,0.4786,0.2881
VOLVO,V70,4,6,13085,0.3645,0.406
FORD,C-MAX,3,2,48,0.7917,0.0334
FORD,C-MAX,3,3,404,0.6757,0.1888
FORD,C-MAX,3,4,725,0.5559,0.335
FORD,C-MAX,3,5,430,0.4256,0.277
FORD,C-MAX,3,6,222,0.4009,0.1657
FORD,FIESTA,1,1+2,1353,0.8965,0.2591
FORD,FIESTA,1,3,1650,0.7788,0.5561
FORD,FIESTA,1,4+5+6,216,0.6389,0.1848
TOYOTA,AVENSIS,2,2,151,0.9139,0.073
TOYOTA,AVENSIS,2,3,1320,0.825,0.3658
TOYOTA,AVENSIS,2,4,1737,0.7473,0.3855
TOYOTA,AVENSIS,2,5,566,0.6961,0.1301
TOYOTA,AVENSIS,2,6,161,0.5093,0.0455
FORD,FOCUS STATIONSVOGN,2,2,290,0.9034,0.073
FORD,FOCUS STATIONSVOGN,2,3,1930,0.7482,0.3658
FORD,FOCUS STATIONSVOGN,2,4,2142,0.6527,0.3855
FORD,FOCUS STATIONSVOGN,2,5,583,0.542,0.1301
FORD,FOCUS STATIONSVOGN,2,6,131,0.4351,0.0455
OPEL,ASTRA,2,1+2,131,0.8015,0.0731
OPEL,ASTRA,2,3,806,0.7754,0.3658
OPEL,ASTRA,2,4,764,0.6911,0.3855
OPEL,ASTRA,2,5,236,0.661,0.1301
OPEL,ASTRA,2,6,40,0.725,0.0455
FORD,MONDEO,1,2,82,0.9024,0.259
FORD,MONDEO,1,3,659,0.8194,0.5561
FORD,MONDEO,1,4,549,0.7814,0.1477
FORD,MONDEO,1,5,197,0.7056,0.0239
FORD,MONDEO,1,6,54,0.5556,0.0132
OPEL,CORSA,2,2,496,0.7399,0.073
OPEL,CORSA,2,3,874,0.6007,0.3658
OPEL,CORSA,2,4,280,0.4321,0.3855
OPEL,CORSA,2,5,31,0.2903,0.1301
KIA,CEED SW,4,2+3,93,0.5054,0.1002
KIA,CEED SW,4,4,247,0.336,0.2053
KIA,CEED SW,4,5,241,0.2697,0.2881
KIA,CEED SW,4,6,161,0.2919,0.406
OPEL,ASTRA,4,1+2,78,0.641,0.0128
OPEL,ASTRA,4,3,699,0.5436,0.0879
OPEL,ASTRA,4,4,1642,0.3837,0.2053
OPEL,ASTRA,4,5,1818,0.3124,0.2881
OPEL,ASTRA,4,6,1217,0.2424,0.406
OPEL,Crossland X,1,2,729,0.8546,0.259
OPEL,Crossland X,1,3,599,0.6427,0.5561
OPEL,Crossland X,1,4+5+6,49,0.5918,0.1848
MAZDA,3,2,2,194,0.7887,0.073
MAZDA,3,2,3,944,0.6356,0.3658
MAZDA,3,2,4,683,0.6032,0.3855
MAZDA,3,2,5,148,0.5608,0.1301
MAZDA,3,2,6,41,0.6098,0.0455
CITROËN,BERLINGO,2,2+3,115,0.6,0.4388
CITROËN,BERLINGO,2,4,106,0.4151,0.3855
CITROËN,BERLINGO,2,5+6,72,0.3472,0.1756
FORD,NY Focus,4,1+2,97,0.5567,0.0128
FORD,NY Focus,4,3,937,0.5165,0.0879
FORD,NY Focus,4,4,3091,0.3698,0.2053
FORD,NY Focus,4,5,4297,0.3072,0.2881
FORD,NY Focus,4,6,3590,0.2415,0.406
TOYOTA,AYGO 3/5-DØRS,2,2,179,0.7374,0.073
TOYOTA,AYGO 3/5-DØRS,2,3,318,0.5723,0.3658
TOYOTA,AYGO 3/5-DØRS,2,4,85,0.4,0.3855
TOYOTA,AYGO 3/5-DØRS,2,5+6,26,0.2692,0.1756
HONDA,CIVIC,1,2,197,0.8832,0.259
HONDA,CIVIC,1,3,316,0.7816,0.5561
HONDA,CIVIC,1,4+5+6,60,0.75,0.1848
SKODA,KAROQ,1,2,583,0.8885,0.259
SKODA,KAROQ,1,3,1325,0.8211,0.5561
SKODA,KAROQ,1,4,419,0.7613,0.1477
SKODA,KAROQ,1,5+6,86,0.6279,0.0371
BMW,X3,4,1+2+3,109,0.6422,0.1007
BMW,X3,4,4,496,0.496,0.2053
BMW,X3,4,5,1698,0.4429,0.2881
BMW,X3,4,6,3114,0.3857,0.406
CITROËN,C3 PICASSO,3,2+3,127,0.3622,0.2222
CITROËN,C3 PICASSO,3,4,160,0.3,0.335
CITROËN,C3 PICASSO,3,5+6,95,0.2105,0.4426
VOLKSWAGEN,POLO,1,1+2,2723,0.9119,0.2591
VOLKSWAGEN,POLO,1,3,2769,0.7837,0.5561
VOLKSWAGEN,POLO,1,4,304,0.7138,0.1477
VOLKSWAGEN,POLO,1,5+6,40,0.575,0.0371
RENAULT,MEGANE SPORT TOURER,4,1+2+3,209,0.3158,0.1007
RENAULT,MEGANE SPORT TOURER,4,4,488,0.207,0.2053
RENAULT,MEGANE SPORT TOURER,4,5,550,0.18,0.2881
RENAULT,MEGANE SPORT TOURER,4,6,375,0.1387,0.406
RENAULT,MEGANE,4,1+2+3,209,0.3158,0.1007
RENAULT,MEGANE,4,4,488,0.207,0.2053
RENAULT,MEGANE,4,5,550,0.18,0.2881
RENAULT,MEGANE,4,6,375,0.1387,0.406
MITSUBISHI,ASX,2,2,156,0.8782,0.073
MITSUBISHI,ASX,2,3,823,0.8238,0.3658
MITSUBISHI,ASX,2,4,703,0.6942,0.3855
MITSUBISHI,ASX,2,5,194,0.6649,0.1301
MITSUBISHI,ASX,2,6,36,0.6944,0.0455
FORD,FIESTA 5 DØRS,2,2,776,0.7113,0.073
FORD,FIESTA 5 DØRS,2,3,2353,0.5597,0.3658
FORD,FIESTA 5 DØRS,2,4,1092,0.4212,0.3855
FORD,FIESTA 5 DØRS,2,5+6,181,0.3867,0.1756
PEUGEOT,208,4,2+3,86,0.6047,0.1002
PEUGEOT,208,4,4,114,0.4123,0.2053
PEUGEOT,208,4,5+6,67,0.3134,0.694
CITROËN,C3 Aircross,1,2,353,0.728,0.259
CITROËN,C3 Aircross,1,3,382,0.6047,0.5561
CITROËN,C3 Aircross,1,4+5,47,0.5532,0.1716
OPEL,ZAFIRA,2,2+3,90,0.7333,0.4388
OPEL,ZAFIRA,2,4,97,0.5361,0.3855
OPEL,ZAFIRA,2,5+6,48,0.5417,0.1756
RENAULT,MEGANE SPORT TOURER,1,1+2,74,0.7568,0.2591
RENAULT,MEGANE SPORT TOURER,1,3,194,0.6546,0.5561
RENAULT,MEGANE SPORT TOURER,1,4+6,26,0.5,0.1609
KIA,CEE'D SW,2,2,77,0.7403,0.073
KIA,CEE'D SW,2,3,477,0.6289,0.3658
KIA,CEE'D SW,2,4,467,0.5418,0.3855
KIA,CEE'D SW,2,5,101,0.4257,0.1301
KIA,CEE'D SW,2,6,28,0.3929,0.0455
SUZUKI,SX4,2,2,365,0.874,0.073
SUZUKI,SX4,2,3,1189,0.7746,0.3658
SUZUKI,SX4,2,4,735,0.6844,0.3855
SUZUKI,SX4,2,5,159,0.5283,0.1301
SUZUKI,SX4,2,6,28,0.4643,0.0455
HYUNDAI,i10 AC3,3,2,312,0.6314,0.0334
HYUNDAI,i10 AC3,3,3,503,0.4036,0.1888
HYUNDAI,i10 AC3,3,4,182,0.3462,0.335
HYUNDAI,i10 AC3,3,5+6,49,0.2245,0.4426
FORD,MONDEO STATIONCAR,1,2,82,0.9024,0.259
FORD,MONDEO STATIONCAR,1,3,659,0.8194,0.5561
FORD,MONDEO STATIONCAR,1,4,549,0.7814,0.1477
FORD,MONDEO STATIONCAR,1,5,197,0.7056,0.0239
FORD,MONDEO STATIONCAR,1,6,54,0.5556,0.0132
AUDI,A1 SPORTBACK,2,2,205,0.761,0.073
AUDI,A1 SPORTBACK,2,3,734,0.624,0.3658
AUDI,A1 SPORTBACK,2,4,305,0.5672,0.3855
AUDI,A1 SPORTBACK,2,5+6,55,0.6545,0.1756
SKODA,RAPID,1,2,94,0.7128,0.259
SKODA,RAPID,1,3,290,0.7448,0.5561
SKODA,RAPID,1,4+5+6,98,0.5918,0.1848
TOYOTA,AYGO,2,2,179,0.7374,0.073
TOYOTA,AYGO,2,3,318,0.5723,0.3658
TOYOTA,AYGO,2,4,85,0.4,0.3855
TOYOTA,AYGO,2,5+6,26,0.2692,0.1756
PEUGEOT,207,3,2,46,0.7174,0.0334
PEUGEOT,207,3,3,186,0.4785,0.1888
PEUGEOT,207,3,4,242,0.3058,0.335
PEUGEOT,207,3,5,111,0.2162,0.277
PEUGEOT,207,3,6,25,0.24,0.1657
HYUNDAI,I30,3,2+3,44,0.5455,0.2222
HYUNDAI,I30,3,4,57,0.4386,0.335
HYUNDAI,I30,3,5+6,63,0.2698,0.4426
BMW,3-Serie,1,1+2,1129,0.8406,0.2591
BMW,3-Serie,1,3,2681,0.7523,0.5561
BMW,3-Serie,1,4,685,0.6774,0.1477
BMW,3-Serie,1,5,191,0.7016,0.0239
BMW,3-Serie,1,6,58,0.569,0.0132
OPEL,MERIVA,3,2,56,0.6071,0.0334
OPEL,MERIVA,3,3,279,0.5341,0.1888
OPEL,MERIVA,3,4,343,0.4402,0.335
OPEL,MERIVA,3,5,144,0.2917,0.277
OPEL,MERIVA,3,6,32,0.2812,0.1657
VOLKSWAGEN,Golf Sportsvan,1,2,161,0.913,0.259
VOLKSWAGEN,Golf Sportsvan,1,3,299,0.8896,0.5561
VOLKSWAGEN,Golf Sportsvan,1,4+5,42,0.6905,0.1716
VOLKSWAGEN,Golf Sportsvan,2,2,442,0.8891,0.073
VOLKSWAGEN,Golf Sportsvan,2,3,1487,0.7835,0.3658
VOLKSWAGEN,Golf Sportsvan,2,4,766,0.701,0.3855
VOLKSWAGEN,Golf Sportsvan,2,5+6,188,0.6543,0.1756
AUDI,A3 CABRIOLET,4,3,38,0.5789,0.0879
AUDI,A3 CABRIOLET,4,4,66,0.2576,0.2053
AUDI,A3 CABRIOLET,4,5+6,62,0.3548,0.694
HONDA,JAZZ,2,2,256,0.8086,0.073
HONDA,JAZZ,2,3,360,0.6972,0.3658
HONDA,JAZZ,2,4+5+6,111,0.5856,0.5611
VOLVO,V50,3,2+3,233,0.5837,0.2222
VOLVO,V50,3,4,947,0.4097,0.335
VOLVO,V50,3,5,1255,0.3506,0.277
VOLVO,V50,3,6,846,0.2872,0.1657
PEUGEOT,208,2,2,574,0.7544,0.073
PEUGEOT,208,2,3,1201,0.5637,0.3658
PEUGEOT,208,2,4,367,0.4223,0.3855
PEUGEOT,208,2,5+6,38,0.4474,0.1756
CITROËN,C1,2,2,128,0.7344,0.073
CITROËN,C1,2,3,230,0.5217,0.3658
CITROËN,C1,2,4+5+6,70,0.3429,0.5611
SUZUKI,SX4,1,2,751,0.9387,0.259
SUZUKI,SX4,1,3,1172,0.8831,0.5561
SUZUKI,SX4,1,4+5+6,131,0.771,0.1848
TOYOTA,AYGO 5-DØRS,3,2,370,0.6838,0.0334
TOYOTA,AYGO 5-DØRS,3,3,1152,0.5156,0.1888
TOYOTA,AYGO 5-DØRS,3,4,605,0.3339,0.335
TOYOTA,AYGO 5-DØRS,3,5,134,0.2761,0.277
TOYOTA,AYGO 5-DØRS,3,6,37,0.2432,0.1657
PEUGEOT,2008,2,2,569,0.7012,0.073
PEUGEOT,2008,2,3,1708,0.5521,0.3658
PEUGEOT,2008,2,4,773,0.4851,0.3855
PEUGEOT,2008,2,5+6,129,0.4651,0.1756
CITROËN,C4 PICASSO,4,2+3,40,0.45,0.1002
CITROËN,C4 PICASSO,4,4,196,0.2602,0.2053
CITROËN,C4 PICASSO,4,5,427,0.2248,0.2881
CITROËN,C4 PICASSO,4,6,395,0.1975,0.406
MAZDA,MAZDA2,2,2,319,0.837,0.073
MAZDA,MAZDA2,2,3,589,0.6876,0.3658
MAZDA,MAZDA2,2,4,180,0.6278,0.3855
MAZDA,MAZDA2,2,5+6,32,0.6875,0.1756
CITROËN,C4 PICASSO,2,1+2,30,0.7,0.0731
CITROËN,C4 PICASSO,2,3,446,0.5112,0.3658
CITROËN,C4 PICASSO,2,4,770,0.4273,0.3855
CITROËN,C4 PICASSO,2,5,227,0.37,0.1301
CITROËN,C4 PICASSO,2,6,38,0.3421,0.0455
VOLVO,V70,2,1+2+3,338,0.7929,0.4389
VOLVO,V70,2,4,1078,0.7468,0.3855
VOLVO,V70,2,5,697,0.7073,0.1301
VOLVO,V70,2,6,389,0.6555,0.0455
AUDI,A3,4,1+2,44,0.6136,0.0128
AUDI,A3,4,3,636,0.5142,0.0879
AUDI,A3,4,4,2209,0.4006,0.2053
AUDI,A3,4,5,3275,0.3243,0.2881
AUDI,A3,4,6,2623,0.2856,0.406
TOYOTA,VERSO,2,2,30,0.8333,0.073
TOYOTA,VERSO,2,3,83,0.7229,0.3658
TOYOTA,VERSO,2,4+5+6,65,0.4769,0.5611
KIA,RIO,4,2+3,74,0.4459,0.1002
KIA,RIO,4,4,96,0.3229,0.2053
KIA,RIO,4,5+6,78,0.3846,0.694
MERCEDES-BENZ,GLC,2,1+2,146,0.8767,0.0731
MERCEDES-BENZ,GLC,2,3,1713,0.735,0.3658
MERCEDES-BENZ,GLC,2,4,2339,0.6819,0.3855
MERCEDES-BENZ,GLC,2,5,713,0.6045,0.1301
MERCEDES-BENZ,GLC,2,6,153,0.5882,0.0455
SKODA,FABIA COMBI,4,1+2,79,0.6582,0.0128
SKODA,FABIA COMBI,4,3,821,0.4568,0.0879
SKODA,FABIA COMBI,4,4,1525,0.3331,0.2053
SKODA,FABIA COMBI,4,5,1249,0.2882,0.2881
SKODA,FABIA COMBI,4,6,578,0.2232,0.406
RENAULT,MEGANE,2,2+3,164,0.622,0.4388
RENAULT,MEGANE,2,4,124,0.5403,0.3855
RENAULT,MEGANE,2,5+6,38,0.3421,0.1756
FORD,FIESTA 5 DØRS,4,1+2,170,0.5706,0.0128
FORD,FIESTA 5 DØRS,4,3,1402,0.4044,0.0879
FORD,FIESTA 5 DØRS,4,4,3010,0.2864,0.2053
FORD,FIESTA 5 DØRS,4,5,2345,0.2328,0.2881
FORD,FIESTA 5 DØRS,4,6,979,0.2043,0.406
HONDA,JAZZ,1,2,517,0.8859,0.259
HONDA,JAZZ,1,3,253,0.7668,0.5561
HONDA,JAZZ,1,4+5,31,0.7742,0.1716
RENAULT,MEGANE,3,1+2+3,247,0.3603,0.2224
RENAULT,MEGANE,3,4,504,0.2599,0.335
RENAULT,MEGANE,3,5,388,0.2088,0.277
RENAULT,MEGANE,3,6,122,0.2131,0.1657
HYUNDAI,I40,2,2+3,39,0.6154,0.4388
HYUNDAI,I40,2,4,56,0.5179,0.3855
HYUNDAI,I40,2,5+6,28,0.3214,0.1756
AUDI,A3,3,1+2,263,0.7452,0.0336
AUDI,A3,3,3,2535,0.6201,0.1888
AUDI,A3,3,4,4991,0.56,0.335
AUDI,A3,3,5,2932,0.5048,0.277
AUDI,A3,3,6,1011,0.4619,0.1657
VOLVO,V60,4,1+2+3,107,0.6916,0.1007
VOLVO,V60,4,4,507,0.5621,0.2053
